Date Time,Full Message,Template 1,Word 1,Conjunction,Template 2,Word 2,Gesture,Location,Umbrella Location,Appraisals
25/11/2022 22:50,beautiful... ahead,[' ahead'],beautiful...,,,,,"Nokron, Eternal City",Underground,9
25/11/2022 22:50,be wary of up,['be wary of '],up,,,,,"Nokron, Eternal City",Underground,9
25/11/2022 22:50,ambush ahead,[' ahead'],ambush,,,,,"Nokron, Eternal City",Underground,7
25/11/2022 22:50,praise the elden ring!,['praise the '],elden ring,,,,Prayer,"Nokron, Eternal City",Underground,4
25/11/2022 22:50,praise the city!,['praise the '],city,,,,Rapture,"Nokron, Eternal City",Underground,4
25/11/2022 22:50,ambush!,['!'],ambush,,,,,"Nokron, Eternal City",Underground,1
25/11/2022 22:52,confusion required ahead,[' required ahead'],confusion,,,,,Siofra River,Underground,16
25/11/2022 22:52,"behold, tarnished!","['behold, ', '!']",tarnished,,,,,Siofra River,Underground,8
25/11/2022 22:52,"first off, behind","['first off, ']",behind,,,,,Siofra River,Underground,7
25/11/2022 22:52,"ahh, strong foe... therefore visions of opportunity...","['ahh, ', '...']",strong foe, therefore ,"['visions of ', '...']",opportunity,Rapture,"Nokron, Eternal City",Underground,6
25/11/2022 22:52,tears ahead and then likely mimicry,[' ahead'],tears, and then ,['likely '],mimicry,Spread Out,"Nokron, Eternal City",Underground,4
25/11/2022 22:52,"behold, monarch!","['behold, ', '!']",monarch,,,,,"Nokron, Eternal City",Underground,4
25/11/2022 22:52,up required ahead,[' required ahead'],up,,,,Point Upwards,"Nokron, Eternal City",Underground,0
25/11/2022 22:54,seek legs so to speak offer dung,['seek '],legs, so to speak ,['offer '],dung,Rest,"Nokron, Eternal City",Underground,25
25/11/2022 22:54,didn't expect weak foe... in short time for introspection,"[""didn't expect "", '...']",weak foe, in short ,['time for '],introspection,,"Nokron, Eternal City",Underground,12
25/11/2022 22:54,"ahh, legs...","['ahh, ', '...']",legs,,,,,"Nokron, Eternal City",Underground,6
25/11/2022 22:54,liar ahead,[' ahead'],liar,,,,,"Nokron, Eternal City",Underground,5
25/11/2022 22:54,"ahh, distracted...","['ahh, ', '...']",distracted,,,,,"Nokron, Eternal City",Underground,4
25/11/2022 22:54,try horse,['try '],horse,,,,,"Nokron, Eternal City",Underground,4
25/11/2022 22:54,time for friend in short try horse,['time for '],friend, in short ,['try '],horse,Rapture,"Nokron, Eternal City",Underground,4
25/11/2022 22:54,grace!,['!'],grace,,,,Point Downwards,"Nokron, Eternal City",Underground,2
25/11/2022 22:54,didn't expect pathetic sort... therefore time for introspection,"[""didn't expect "", '...']",pathetic sort, therefore ,['time for '],introspection,Dejection,"Nokron, Eternal City",Underground,1
25/11/2022 22:54,didn't expect mimicry...,"[""didn't expect "", '...']",mimicry,,,,,"Nokron, Eternal City",Underground,0
25/11/2022 22:56,be wary of message but item ahead,['be wary of '],message, but ,[' ahead'],item,Strength!,"Nokron, Eternal City",Underground,42
25/11/2022 22:56,beautiful...,,beautiful...,,,,,"Nokron, Eternal City",Underground,28
25/11/2022 22:56,beautiful...... all the more praise the elden ring!,['...'],beautiful..., all the more ,['praise the '],elden ring,The Ring,"Nokron, Eternal City",Underground,15
25/11/2022 22:56,time for horse,['time for '],horse,,,,,"Nokron, Eternal City",Underground,6
25/11/2022 22:56,precious item ahead,[' ahead'],precious item,,,,,"Nokron, Eternal City",Underground,6
25/11/2022 22:56,offer samurai,['offer '],samurai,,,,,"Nokron, Eternal City",Underground,5
25/11/2022 22:56,"tree, o tree, still no seed...","[', o ']",tree,",","['still no ', '...']",seed,Patches' Crouch,"Nokron, Eternal City",Underground,1
25/11/2022 22:56,"behold, bird!","['behold, ', '!']",bird,,,,Point Upwards,"Nokron, Eternal City",Underground,1
25/11/2022 22:56,"ahh, stars...","['ahh, ', '...']",stars,,,,,"Nokron, Eternal City",Underground,0
25/11/2022 22:56,likely death,['likely '],death,,,,Point Downwards,"Nokron, Eternal City",Underground,0
26/11/2022 10:13,rump,,rump,,,,,Hallowhorn Grounds,Underground,26
26/11/2022 10:13,seek friend,['seek '],friend,,,,,Hallowhorn Grounds,Underground,9
26/11/2022 10:13,visions of bliss...,"['visions of ', '...']",bliss,,,,Dozing Cross-Legged,"Nokron, Eternal City",Underground,7
26/11/2022 10:13,it's like a dream... ahead,[' ahead'],it's like a dream...,,,,,"Nokron, Eternal City",Underground,7
26/11/2022 10:13,seek joy all the more seek life,['seek '],joy, all the more ,['seek '],life,,"Nokron, Eternal City",Underground,2
26/11/2022 10:13,gorgeous view ahead,[' ahead'],gorgeous view,,,,,"Nokron, Eternal City",Underground,0
26/11/2022 10:13,seems familiar…...,['...'],seems familiar…,,,,,Hallowhorn Grounds,Underground,0
26/11/2022 10:13,grace ahead and then seek left,[' ahead'],grace, and then ,['seek '],left,Point Forwards,"Nokron, Eternal City",Underground,0
26/11/2022 10:24,seek unguarded but hole,['seek '],unguarded, but ,,hole,Patches' Crouch,"Nokron, Eternal City",Underground,69
26/11/2022 10:24,be wary of tunnel,['be wary of '],tunnel,,,,Point Downwards,"Nokron, Eternal City",Underground,22
26/11/2022 10:24,fingers ahead,[' ahead'],fingers,,,,,"Nokron, Eternal City",Underground,18
26/11/2022 10:24,try up,['try '],up,,,,Point Upwards,"Nokron, Eternal City",Underground,12
26/11/2022 10:24,up ahead,[' ahead'],up,,,,Point Forwards,"Nokron, Eternal City",Underground,11
26/11/2022 10:24,treasure chest ahead therefore circling around required ahead,[' ahead'],treasure chest, therefore ,[' required ahead'],circling around,,"Nokron, Eternal City",Underground,7
26/11/2022 10:24,be wary of hole,['be wary of '],hole,,,,Point Downwards,"Nokron, Eternal City",Underground,5
26/11/2022 10:24,fire?,['?'],fire,,,,Dejection,"Nokron, Eternal City",Underground,5
26/11/2022 10:24,be wary of edge,['be wary of '],edge,,,,Point Downwards,"Nokron, Eternal City",Underground,0
26/11/2022 10:34,"up, dog ahead",,up,",",[' ahead'],dog,Polite Bow,"Nokron, Eternal City",Underground,88
26/11/2022 10:34,"first off, i did it!","['first off, ']",i did it!,,,,,"Nokron, Eternal City",Underground,14
26/11/2022 10:34,high road...,['...'],high road,,,,,"Nokron, Eternal City",Underground,3
26/11/2022 10:34,liar ahead,[' ahead'],liar,,,,,"Nokron, Eternal City",Underground,2
26/11/2022 10:34,try lightning,['try '],lightning,,,,,"Nokron, Eternal City",Underground,2
26/11/2022 10:34,didn't expect weak foe...,"[""didn't expect "", '...']",weak foe,,,,,"Nokron, Eternal City",Underground,2
26/11/2022 10:34,weak foe ahead,[' ahead'],weak foe,,,,,"Nokron, Eternal City",Underground,2
26/11/2022 10:34,visions of precious item... therefore try circling around,"['visions of ', '...']",precious item, therefore ,['try '],circling around,Point Upwards,Hallowhorn Grounds,Underground,1
26/11/2022 10:34,no precious item ahead,"['no ', ' ahead']",precious item,,,,,"Nokron, Eternal City",Underground,1
26/11/2022 10:34,"behold, boss!","['behold, ', '!']",boss,,,,,"Nokron, Eternal City",Underground,0
26/11/2022 10:38,cramped area...,['...'],cramped area,,,,Wait!,Night's Sacred Ground,Underground,224
26/11/2022 10:38,light!,['!'],light,,,,,Night's Sacred Ground,Underground,120
26/11/2022 10:38,elden ring!,['!'],elden ring,,,,,Night's Sacred Ground,Underground,89
26/11/2022 10:38,night...,['...'],night,,,,,Night's Sacred Ground,Underground,25
26/11/2022 10:38,be wary of strong foe,['be wary of '],strong foe,,,,,Night's Sacred Ground,Underground,19
26/11/2022 10:38,"behold, victory!","['behold, ', '!']",victory,,,,,"Nokron, Eternal City",Underground,8
26/11/2022 10:38,let there be tears so to speak could this be a sacrifice?,['let there be '],tears, so to speak ,"['could this be a ', '?']",sacrifice,Beckon,"Nokron, Eternal City",Underground,7
26/11/2022 10:38,keep moving!,['!'],keep moving,,,,,"Nokron, Eternal City",Underground,3
26/11/2022 10:38,seek butterfly,['seek '],butterfly,,,,Point Forwards,Night's Sacred Ground,Underground,1
26/11/2022 10:38,visions of ruins...,"['visions of ', '...']",ruins,,,,,"Nokron, Eternal City",Underground,0
26/11/2022 10:40,"ahh, tarnished..., precious item, o precious item","['ahh, ', '...']",tarnished,",","[', o ']",precious item,,"Nokron, Eternal City",Underground,1978
26/11/2022 10:40,beautiful...! except didn't expect skeleton...,['!'],beautiful..., except ,"[""didn't expect "", '...']",skeleton,Point Forwards,Night's Sacred Ground,Underground,1001
26/11/2022 10:40,luring out required ahead,[' required ahead'],luring out,,,,,Night's Sacred Ground,Underground,59
26/11/2022 10:40,could this be a bird?,"['could this be a ', '?']",bird,,,,Point Upwards,Night's Sacred Ground,Underground,41
26/11/2022 10:40,giant sort ahead,[' ahead'],giant sort,,,,Point Upwards,Night's Sacred Ground,Underground,34
26/11/2022 10:40,"ahh, fort..., evening!","['ahh, ', '...']",fort,",",['!'],evening,Strength!,Night's Sacred Ground,Underground,20
26/11/2022 10:40,no shortcut ahead therefore no jumping ahead,"['no ', ' ahead']",shortcut, therefore ,"['no ', ' ahead']",jumping,Wait!,Night's Sacred Ground,Underground,9
26/11/2022 10:40,dung?,['?'],dung,,,,,Night's Sacred Ground,Underground,2
26/11/2022 10:40,"ahh, tranquility... all the more keep moving","['ahh, ', '...']",tranquility, all the more ,,keep moving,,Night's Sacred Ground,Underground,2
26/11/2022 10:40,praise the giant!,['praise the '],giant,,,,Warm Welcome,Night's Sacred Ground,Underground,2
26/11/2022 10:42,"first off, target lock and then try lightning","['first off, ']",target lock, and then ,['try '],lightning,Point Forwards,Night's Sacred Ground,Underground,208
26/11/2022 10:42,"behold, danger! all the more keep moving","['behold, ', '!']",danger, all the more ,,keep moving,Wait!,Night's Sacred Ground,Underground,82
26/11/2022 10:42,butterfly,,butterfly,,,,,Night's Sacred Ground,Underground,19
26/11/2022 10:42,"no blood loss ahead, seek skill","['no ', ' ahead']",blood loss,",",['seek '],skill,Fire Spur Me,Night's Sacred Ground,Underground,10
26/11/2022 10:42,be wary of jumping,['be wary of '],jumping,,,,,"Nokron, Eternal City",Underground,7
26/11/2022 10:42,armament ahead,[' ahead'],armament,,,,,Night's Sacred Ground,Underground,5
26/11/2022 10:42,something incredible ahead,[' ahead'],something incredible,,,,,Night's Sacred Ground,Underground,3
26/11/2022 10:42,jumping off!,['!'],jumping off,,,,Point Forwards,Night's Sacred Ground,Underground,1
26/11/2022 10:42,"butterfly, o butterfly","[', o ']",butterfly,,,,Rapture,Night's Sacred Ground,Underground,1
26/11/2022 10:42,try right,['try '],right,,,,Outer Order,Night's Sacred Ground,Underground,0
26/11/2022 10:48,time for ranged battle,['time for '],ranged battle,,,,Point Forwards,Night's Sacred Ground,Underground,29
26/11/2022 10:48,giant but hole required ahead,,giant, but ,[' required ahead'],hole,Point Upwards,Night's Sacred Ground,Underground,20
26/11/2022 10:48,likely dung,['likely '],dung,,,,,Night's Sacred Ground,Underground,16
26/11/2022 10:48,could this be a dog?,"['could this be a ', '?']",dog,,,,,Night's Sacred Ground,Underground,11
26/11/2022 10:48,be wary of material,['be wary of '],material,,,,,Night's Sacred Ground,Underground,10
26/11/2022 10:48,seek precious item and then giant ahead,['seek '],precious item, and then ,[' ahead'],giant,,Night's Sacred Ground,Underground,7
26/11/2022 10:48,left ahead and then seek butterfly,[' ahead'],left, and then ,['seek '],butterfly,Point Forwards,Night's Sacred Ground,Underground,5
26/11/2022 10:48,be wary of right,['be wary of '],right,,,,,Night's Sacred Ground,Underground,4
26/11/2022 10:48,"ahh, well done...","['ahh, ', '...']",well done,,,,,Night's Sacred Ground,Underground,4
26/11/2022 10:48,liar ahead,[' ahead'],liar,,,,,Night's Sacred Ground,Underground,3
26/11/2022 10:52,"first off, treasure chest and then sending gate","['first off, ']",treasure chest, and then ,,sending gate,,Night's Sacred Ground,Underground,30
26/11/2022 10:52,necessary item ahead,[' ahead'],necessary item,,,,,Night's Sacred Ground,Underground,22
26/11/2022 10:52,treasure chest ahead,[' ahead'],treasure chest,,,,,"Nokron, Eternal City",Underground,11
26/11/2022 10:52,"don't give up, skeleton!",,don't give up,",",['!'],skeleton,,Night's Sacred Ground,Underground,4
26/11/2022 10:52,"behold, magic! but hole","['behold, ', '!']",magic, but ,,hole,,Night's Sacred Ground,Underground,4
26/11/2022 10:52,precious item ahead,[' ahead'],precious item,,,,Rallying Cry,Night's Sacred Ground,Underground,2
26/11/2022 10:52,seek lover,['seek '],lover,,,,,Night's Sacred Ground,Underground,0
26/11/2022 10:53,time for jumping,['time for '],jumping,,,,,"Nokron, Eternal City",Underground,27
26/11/2022 10:53,precious item ahead,[' ahead'],precious item,,,,,"Nokron, Eternal City",Underground,13
26/11/2022 10:53,"first off, behind","['first off, ']",behind,,,,,"Nokron, Eternal City",Underground,9
26/11/2022 10:53,try behind,['try '],behind,,,,,"Nokron, Eternal City",Underground,9
26/11/2022 10:53,"grace, o grace","[', o ']",grace,,,,,"Nokron, Eternal City",Underground,5
26/11/2022 10:53,ranged battle required ahead,[' required ahead'],ranged battle,,,,,"Nokron, Eternal City",Underground,5
26/11/2022 10:53,"first off, friend and then likely death","['first off, ']",friend, and then ,['likely '],death,,"Nokron, Eternal City",Underground,3
26/11/2022 10:53,key ahead,[' ahead'],key,,,,Point Forwards,"Nokron, Eternal City",Underground,2
26/11/2022 10:53,didn't expect comfort...,"[""didn't expect "", '...']",comfort,,,,Fancy Spin,"Nokron, Eternal City",Underground,2
26/11/2022 10:53,down!,['!'],down,,,,,"Nokron, Eternal City",Underground,0
26/11/2022 11:05,visions of madness...,"['visions of ', '...']",madness,,,,,Siofra Aqueduct,Underground,101
26/11/2022 11:05,praise the skill! in short i did it!!,['praise the '],skill, in short ,['!'],i did it!,,Siofra Aqueduct,Underground,60
26/11/2022 11:05,try down,['try '],down,,,,,Siofra Aqueduct,Underground,34
26/11/2022 11:05,could this be a merchant?,"['could this be a ', '?']",merchant,,,,,Siofra Aqueduct,Underground,24
26/11/2022 11:05,"ahh, jumping off...","['ahh, ', '...']",jumping off,,,,Point Downwards,"Nokron, Eternal City",Underground,12
26/11/2022 11:05,time for target lock,['time for '],target lock,,,,,"Nokron, Eternal City",Underground,5
26/11/2022 11:05,well done!,['!'],well done,,,,,Siofra Aqueduct,Underground,3
26/11/2022 11:05,try cliff,['try '],cliff,,,,Rapture,Siofra Aqueduct,Underground,3
26/11/2022 11:05,"ahh, seems familiar…...","['ahh, ', '...']",seems familiar…,,,,,Siofra Aqueduct,Underground,1
26/11/2022 11:08,praise the stars!,['praise the '],stars,,,,Erudition,Siofra Aqueduct,Underground,54
26/11/2022 11:08,item ahead,[' ahead'],item,,,,Point Downwards,Siofra Aqueduct,Underground,35
26/11/2022 11:08,"behold, left!","['behold, ', '!']",left,,,,Erudition,Siofra Aqueduct,Underground,23
26/11/2022 11:08,try target lock,['try '],target lock,,,,Point Forwards,Siofra Aqueduct,Underground,21
26/11/2022 11:08,bug ahead,[' ahead'],bug,,,,,Siofra Aqueduct,Underground,14
26/11/2022 11:08,"visions of message..., ahh, it's like a dream......","['visions of ', '...']",message,",","['ahh, ', '...']",it's like a dream...,Bravo!,Siofra Aqueduct,Underground,8
26/11/2022 11:08,bug!,['!'],bug,,,,,Siofra Aqueduct,Underground,5
26/11/2022 11:08,be wary of right,['be wary of '],right,,,,,Siofra Aqueduct,Underground,3
26/11/2022 11:08,"first off, ahead and then time for weak foe","['first off, ']",ahead, and then ,['time for '],weak foe,Point Forwards,Siofra Aqueduct,Underground,3
26/11/2022 11:21,"here!, o here!","[', o ']",here!,,,,Bravo!,Siofra Aqueduct,Underground,25
26/11/2022 11:21,liar ahead,[' ahead'],liar,,,,,Bestial Sanctum,Dragonbarrow,15
26/11/2022 11:21,"despair..., seek friend",['...'],despair,",",['seek '],friend,Balled Up,Siofra Aqueduct,Underground,14
26/11/2022 11:21,"first off, champion","['first off, ']",champion,,,,,Roundtable Hold,Miscellaneous,12
26/11/2022 11:21,material ahead,[' ahead'],material,,,,,Siofra Aqueduct,Underground,2
26/11/2022 11:21,why is it always good sort?,"['why is it always', '?']",good sort,,,,My Thanks,Roundtable Hold,Miscellaneous,2
26/11/2022 11:21,left!,['!'],left,,,,Nod In Thought,Bestial Sanctum,Dragonbarrow,1
26/11/2022 11:21,left,,left,,,,,Bestial Sanctum,Dragonbarrow,1
26/11/2022 11:21,be wary of rump,['be wary of '],rump,,,,,Roundtable Hold,Miscellaneous,1
26/11/2022 11:21,"ahh, something incredible...","['ahh, ', '...']",something incredible,,,,,Siofra Aqueduct,Underground,0
26/11/2022 12:53,"behold, well done! therefore let there be tear","['behold, ', '!']",well done, therefore ,['let there be '],tear,Curtsy,Siofra Aqueduct,Underground,200
26/11/2022 12:53,well done!,['!'],well done,,,,,Siofra Aqueduct,Underground,129
26/11/2022 12:53,why is it always suffering?,"['why is it always', '?']",suffering,,,,,Siofra Aqueduct,Underground,19
26/11/2022 12:53,visions of distracted...,"['visions of ', '...']",distracted,,,,,Siofra Aqueduct,Underground,11
26/11/2022 12:53,didn't expect weak foe...,"[""didn't expect "", '...']",weak foe,,,,,Siofra Aqueduct,Underground,10
26/11/2022 12:53,"first off, left but be wary of bug","['first off, ']",left, but ,['be wary of '],bug,,Deeproot Depths,Underground,4
26/11/2022 12:53,weak foe ahead,[' ahead'],weak foe,,,,,Siofra Aqueduct,Underground,2
26/11/2022 12:53,"weak foe, o weak foe so to speak seek skill","[', o ']",weak foe, so to speak ,['seek '],skill,What Do You Want?,Siofra Aqueduct,Underground,2
26/11/2022 12:53,hidden path ahead in short try coffin,[' ahead'],hidden path, in short ,['try '],coffin,Point Forwards,Siofra Aqueduct,Underground,2
26/11/2022 12:53,likely ahead,['likely '],ahead,,,,,Deeproot Depths,Underground,0
26/11/2022 12:57,praise the something incredible!,['praise the '],something incredible,,,,,Deeproot Depths,Underground,51
26/11/2022 12:57,try high road,['try '],high road,,,,Point Forwards,Deeproot Depths,Underground,19
26/11/2022 12:57,try projectile weapon by the way fire required ahead,['try '],projectile weapon, by the way ,[' required ahead'],fire,Jump for Joy,Deeproot Depths,Underground,15
26/11/2022 12:57,seek lover,['seek '],lover,,,,,Deeproot Depths,Underground,10
26/11/2022 12:57,bug ahead,[' ahead'],bug,,,,,Deeproot Depths,Underground,7
26/11/2022 12:57,likely bug but bug!,['likely '],bug, but ,['!'],bug,Nod In Thought,Deeproot Depths,Underground,7
26/11/2022 12:57,cave ahead,[' ahead'],cave,,,,,Deeproot Depths,Underground,6
26/11/2022 12:57,down required ahead so to speak incantation ahead,[' required ahead'],down, so to speak ,[' ahead'],incantation,Point Forwards,Deeproot Depths,Underground,4
26/11/2022 12:57,"monstrosity, o monstrosity, i want to go home…...","[', o ']",monstrosity,",",['...'],I want to go home…,Grovel for Mercy,Deeproot Depths,Underground,2
26/11/2022 12:57,visions of monstrosity...,"['visions of ', '...']",monstrosity,,,,Balled Up,Deeproot Depths,Underground,1
26/11/2022 13:10,"first off, help me...","['first off, ']",help me...,,,,,Deeproot Depths,Underground,38
26/11/2022 13:10,be wary of up in short precious item ahead,['be wary of '],up, in short ,[' ahead'],precious item,,Deeproot Depths,Underground,33
26/11/2022 13:10,didn't expect material...,"[""didn't expect "", '...']",material,,,,Nod In Thought,Deeproot Depths,Underground,20
26/11/2022 13:10,"be wary of left, be wary of up",['be wary of '],left,",",['be wary of '],up,,Deeproot Depths,Underground,2
26/11/2022 13:10,liar ahead,[' ahead'],liar,,,,,Deeproot Depths,Underground,2
26/11/2022 13:10,try horseback battle,['try '],horseback battle,,,,,Deeproot Depths,Underground,1
26/11/2022 13:10,likely healing,['likely '],healing,,,,,Deeproot Depths,Underground,1
26/11/2022 13:10,"praise the underground!, praise the depths!",['praise the '],underground,",",['praise the '],depths,Warm Welcome,Deeproot Depths,Underground,
26/11/2022 13:10,"behold, i want to go home...!","['behold, ', '!']",i want to go home...,,,,,Deeproot Depths,Underground,
26/11/2022 13:14,try horse,['try '],horse,,,,,Deeproot Depths,Underground,20
26/11/2022 13:14,"stomach, o stomach so to speak blood loss","[', o ']",stomach, so to speak ,,blood loss,Balled Up,Deeproot Depths,Underground,19
26/11/2022 13:14,"be wary of up, fire!",['be wary of '],up,",",['!'],fire,Point Upwards,Deeproot Depths,Underground,19
26/11/2022 13:14,help me... required ahead,[' required ahead'],help me...,,,,,Deeproot Depths,Underground,13
26/11/2022 13:14,be wary of death,['be wary of '],death,,,,,Deeproot Depths,Underground,12
26/11/2022 13:14,be wary of up,['be wary of '],up,,,,,Deeproot Depths,Underground,10
26/11/2022 13:14,didn't expect fat coinpurse...,"[""didn't expect "", '...']",fat coinpurse,,,,,Deeproot Depths,Underground,3
26/11/2022 13:14,didn't expect pauper...,"[""didn't expect "", '...']",pauper,,,,,Deeproot Depths,Underground,1
26/11/2022 13:14,trap ahead,[' ahead'],trap,,,,Point Upwards,Deeproot Depths,Underground,0
26/11/2022 13:19,corpse ahead,[' ahead'],corpse,,,,,Deeproot Depths,Underground,59
26/11/2022 13:19,precious item ahead,[' ahead'],precious item,,,,Point Forwards,Deeproot Depths,Underground,55
26/11/2022 13:19,"boss?, dragon?",['?'],boss,",",['?'],dragon,,Deeproot Depths,Underground,41
26/11/2022 13:19,try god,['try '],god,,,,,Deeproot Depths,Underground,13
26/11/2022 13:19,comfort ahead,[' ahead'],comfort,,,,Dejection,Deeproot Depths,Underground,8
26/11/2022 13:19,liar ahead,[' ahead'],liar,,,,,Deeproot Depths,Underground,4
26/11/2022 13:19,visions of lord...,"['visions of ', '...']",lord,,,,,Deeproot Depths,Underground,4
26/11/2022 13:19,dog ahead,[' ahead'],dog,,,,Point Upwards,Deeproot Depths,Underground,1
26/11/2022 13:28,could this be a something incredible?,"['could this be a ', '?']",something incredible,,,,,Deeproot Depths,Underground,28
26/11/2022 13:28,could this be a strong foe?,"['could this be a ', '?']",strong foe,,,,,Deeproot Depths,Underground,23
26/11/2022 13:28,didn't expect reinforcements...,"[""didn't expect "", '...']",reinforcements,,,,,Deeproot Depths,Underground,21
26/11/2022 13:28,pathetic sort ahead,[' ahead'],pathetic sort,,,,,Deeproot Depths,Underground,4
26/11/2022 13:28,ill-omened creature ahead,[' ahead'],ill-omened creature,,,,,Deeproot Depths,Underground,1
26/11/2022 13:28,time for sorcery,['time for '],sorcery,,,,,Deeproot Depths,Underground,0
26/11/2022 13:38,defeating one-by-one required ahead therefore time for luring out,[' required ahead'],defeating one-by-one, therefore ,['time for '],luring out,Point Forwards,Deeproot Depths,Underground,62
26/11/2022 13:38,no right ahead,"['no ', ' ahead']",right,,,,,Deeproot Depths,Underground,32
26/11/2022 13:38,coffin required ahead,[' required ahead'],coffin,,,,Point Forwards,Deeproot Depths,Underground,16
26/11/2022 13:38,try spiritspring by the way east!,['try '],spiritspring, by the way ,['!'],east,,Deeproot Depths,Underground,16
26/11/2022 13:38,"first off, coffin and then seek down","['first off, ']",coffin, and then ,['seek '],down,Fancy Spin,Deeproot Depths,Underground,10
26/11/2022 13:38,likely friend,['likely '],friend,,,,,Deeproot Depths,Underground,7
26/11/2022 13:38,"first off, jumping and then time for ranged battle","['first off, ']",jumping, and then ,['time for '],ranged battle,Point Upwards,Deeproot Depths,Underground,4
26/11/2022 13:38,seek tower,['seek '],tower,,,,,Deeproot Depths,Underground,3
26/11/2022 13:38,"behold, edge!","['behold, ', '!']",edge,,,,,Deeproot Depths,Underground,0
26/11/2022 13:38,down? but i don't believe it…...,['?'],down, but ,['...'],I don't believe it…,Erudition,Deeproot Depths,Underground,0
26/11/2022 13:41,tranquility...,['...'],tranquility,,,,Sitting Sideways,Deeproot Depths,Underground,26
26/11/2022 13:41,friend required ahead,[' required ahead'],friend,,,,,Deeproot Depths,Underground,17
26/11/2022 13:41,well done! by the way armor ahead,['!'],well done, by the way ,[' ahead'],armor,Point Forwards,Deeproot Depths,Underground,13
26/11/2022 13:41,"ahh, jumping...","['ahh, ', '...']",jumping,,,,Point Downwards,Deeproot Depths,Underground,12
26/11/2022 13:41,"elden ring, o elden ring","[', o ']",elden ring,,,,,Deeproot Depths,Underground,8
26/11/2022 13:41,"ahh, well done...","['ahh, ', '...']",well done,,,,Curtsy,Deeproot Depths,Underground,5
26/11/2022 13:41,treasure chest ahead,[' ahead'],treasure chest,,,,,Deeproot Depths,Underground,2
26/11/2022 13:41,butterfly ahead,[' ahead'],butterfly,,,,,Deeproot Depths,Underground,1
26/11/2022 13:52,death ahead,[' ahead'],death,,,,,Ainsel River Main,Underground,31
26/11/2022 13:52,death ahead,[' ahead'],death,,,,Point Downwards,Ainsel River Main,Underground,31
26/11/2022 13:52,time for ranged battle,['time for '],ranged battle,,,,,Deeproot Depths,Underground,13
26/11/2022 13:52,light ahead,[' ahead'],light,,,,,Deeproot Depths,Underground,11
26/11/2022 13:52,be wary of rushing in,['be wary of '],rushing in,,,,,Deeproot Depths,Underground,7
26/11/2022 13:52,strong foe ahead therefore try summoning,[' ahead'],strong foe, therefore ,['try '],summoning,Point Forwards,Deeproot Depths,Underground,3
26/11/2022 13:52,be wary of arms,['be wary of '],arms,,,,,Deeproot Depths,Underground,2
26/11/2022 13:52,"first off, stealth","['first off, ']",stealth,,,,,Deeproot Depths,Underground,1
26/11/2022 14:00,offer head,['offer '],head,,,,Prayer,Ranni's Rise,Liurnia of the Lakes,11
26/11/2022 14:00,try ranged battle,['try '],ranged battle,,,,Point Upwards,Carian Study Hall,Liurnia of the Lakes,3
26/11/2022 14:00,something ahead,[' ahead'],something,,,,,Carian Study Hall,Liurnia of the Lakes,3
26/11/2022 14:00,praise the lovable sort!,['praise the '],lovable sort,,,,,Ainsel River Main,Underground,28
26/11/2022 14:00,here!,,here!,,,,,Ainsel River Main,Underground,10
26/11/2022 14:00,cliff ahead,[' ahead'],cliff,,,,,Ainsel River Main,Underground,5
26/11/2022 14:00,pathetic sort ahead,[' ahead'],pathetic sort,,,,,Ainsel River Main,Underground,4
26/11/2022 14:00,time for listen carefully,['time for '],listen carefully,,,,,Ainsel River Main,Underground,2
26/11/2022 14:00,lover ahead,[' ahead'],lover,,,,,Ainsel River Main,Underground,0
26/11/2022 14:13,liar ahead,[' ahead'],liar,,,,,Carian Study Hall,Liurnia of the Lakes,5
26/11/2022 14:13,down required ahead,[' required ahead'],down,,,,,Carian Study Hall,Liurnia of the Lakes,4
26/11/2022 14:13,praise the secret passage!,['praise the '],secret passage,,,,,Carian Study Hall,Liurnia of the Lakes,4
26/11/2022 14:13,on the brink ahead,[' ahead'],on the brink,,,,Prayer,Carian Study Hall,Liurnia of the Lakes,3
26/11/2022 14:13,message,,message,,,,,Carian Study Hall,Liurnia of the Lakes,2
26/11/2022 14:13,try horse,['try '],horse,,,,,Liurnia of the Lakes,Liurnia of the Lakes,2
26/11/2022 14:13,try poison,['try '],poison,,,,,Liurnia of the Lakes,Liurnia of the Lakes,2
26/11/2022 14:13,strong foe ahead therefore time for good luck,[' ahead'],strong foe, therefore ,['time for '],good luck,Erudition,Liurnia of the Lakes,Liurnia of the Lakes,0
26/11/2022 14:33,look carefully... so to speak be wary of map,['...'],look carefully, so to speak ,['be wary of '],map,Point Downwards,Divine Tower of Liurnia,Liurnia of the Lakes,38
26/11/2022 14:33,"behold, lover! but why is it always sadness?","['behold, ', '!']",lover, but ,"['why is it always', '?']",sadness,The Ring,Divine Tower of Liurnia,Liurnia of the Lakes,37
26/11/2022 14:33,lover ahead,[' ahead'],lover,,,,,Divine Tower of Liurnia,Liurnia of the Lakes,4
26/11/2022 14:33,strong foe ahead,[' ahead'],strong foe,,,,,Ainsel River Main,Underground,27
26/11/2022 14:33,"coffin, o coffin","[', o ']",coffin,,,,,Ainsel River Main,Underground,5
26/11/2022 14:33,be wary of danger in short cliff ahead,['be wary of '],danger, in short ,[' ahead'],cliff,Point Forwards,Ainsel River Main,Underground,3
